UniProt_AC,Gene,Matrisome_Division,Matrisome_Category
E5RFF0,ANXA6,Matrisome-associated,ECM-affiliated Proteins
E5RI05,ANXA6,Matrisome-associated,ECM-affiliated Proteins
E5RIU8,ANXA6,Matrisome-associated,ECM-affiliated Proteins
E5RJF5,ANXA6,Matrisome-associated,ECM-affiliated Proteins
E5RJR0,ANXA6,Matrisome-associated,ECM-affiliated Proteins
E5RK63,ANXA6,Matrisome-associated,ECM-affiliated Proteins
E5RK69,ANXA6,Matrisome-associated,ECM-affiliated Proteins
E7EMC6,ANXA6,Matrisome-associated,ECM-affiliated Proteins
H0YC77,ANXA6,Matrisome-associated,ECM-affiliated Proteins
P08133,ANXA6,Matrisome-associated,ECM-affiliated Proteins
B4DT77,ANXA7,Matrisome-associated,ECM-affiliated Proteins
B9ZVT2,ANXA7,Matrisome-associated,ECM-affiliated Proteins
P20073,ANXA7,Matrisome-associated,ECM-affiliated Proteins
B4DTC9,ANXA8,Matrisome-associated,ECM-affiliated Proteins
P13928,ANXA8,Matrisome-associated,ECM-affiliated Proteins
Q5VTM3,ANXA8,Matrisome-associated,ECM-affiliated Proteins
F5H7X5,ANXA8L1,Matrisome-associated,ECM-affiliated Proteins
Q5T2P7,ANXA8L1,Matrisome-associated,ECM-affiliated Proteins
Q5T2P8,ANXA8L1,Matrisome-associated,ECM-affiliated Proteins
O76027,ANXA9,Matrisome-associated,ECM-affiliated Proteins
P02745,C1QA,Matrisome-associated,ECM-affiliated Proteins
X6RLJ0,C1QA,Matrisome-associated,ECM-affiliated Proteins
D6R934,C1QB,Matrisome-associated,ECM-affiliated Proteins
D6RGJ1,C1QB,Matrisome-associated,ECM-affiliated Proteins
P02746,C1QB,Matrisome-associated,ECM-affiliated Proteins
P02747,C1QC,Matrisome-associated,ECM-affiliated Proteins
O75973,C1QL1,Matrisome-associated,ECM-affiliated Proteins
Q7Z5L3,C1QL2,Matrisome-associated,ECM-affiliated Proteins
Q5VWW1,C1QL3,Matrisome-associated,ECM-affiliated Proteins
Q86Z23,C1QL4,Matrisome-associated,ECM-affiliated Proteins
Q6ZMH6,C1QTNF1,Matrisome-associated,ECM-affiliated Proteins
Q9BXJ1,C1QTNF1,Matrisome-associated,ECM-affiliated Proteins
Q9BXJ5,C1QTNF2,Matrisome-associated,ECM-affiliated Proteins
Q9BXJ4,C1QTNF3,Matrisome-associated,ECM-affiliated Proteins
E9PPZ5,C1QTNF4,Matrisome-associated,ECM-affiliated Proteins
Q9BXJ3,C1QTNF4,Matrisome-associated,ECM-affiliated Proteins
Q9BXJ0,C1QTNF5,Matrisome-associated,ECM-affiliated Proteins
F8WC87,C1QTNF6,Matrisome-associated,ECM-affiliated Proteins
Q9BXI9,C1QTNF6,Matrisome-associated,ECM-affiliated Proteins
J3KPK0,C1QTNF7,Matrisome-associated,ECM-affiliated Proteins
Q9BXJ2,C1QTNF7,Matrisome-associated,ECM-affiliated Proteins
P60827,C1QTNF8,Matrisome-associated,ECM-affiliated Proteins
P0C862,C1QTNF9,Matrisome-associated,ECM-affiliated Proteins
M0QZG5,CD209,Matrisome-associated,ECM-affiliated Proteins
M0R0P0,CD209,Matrisome-associated,ECM-affiliated Proteins
Q9NNX6,CD209,Matrisome-associated,ECM-affiliated Proteins
X6RB12,CD209,Matrisome-associated,ECM-affiliated Proteins
Q05315,CLC,Matrisome-associated,ECM-affiliated Proteins
I3NI09,CLEC10A,Matrisome-associated,ECM-affiliated Proteins
J3KR22,CLEC10A,Matrisome-associated,ECM-affiliated Proteins
Q8IUN9,CLEC10A,Matrisome-associated,ECM-affiliated Proteins
M0R081,CLEC11A,Matrisome-associated,ECM-affiliated Proteins
Q9Y240,CLEC11A,Matrisome-associated,ECM-affiliated Proteins
A8MVL9,CLEC12A,Matrisome-associated,ECM-affiliated Proteins
Q5QGZ9,CLEC12A,Matrisome-associated,ECM-affiliated Proteins
F5H4H7,CLEC12B,Matrisome-associated,ECM-affiliated Proteins
Q2HXU8,CLEC12B,Matrisome-associated,ECM-affiliated Proteins
Q86T13,CLEC14A,Matrisome-associated,ECM-affiliated Proteins
F8W1T8,CLEC17A,Matrisome-associated,ECM-affiliated Proteins
H9KVA4,CLEC17A,Matrisome-associated,ECM-affiliated Proteins
Q6ZS10,CLEC17A,Matrisome-associated,ECM-affiliated Proteins
A5D8T8,CLEC18A,Matrisome-associated,ECM-affiliated Proteins
F8W692,CLEC18A,Matrisome-associated,ECM-affiliated Proteins
H3BNR9,CLEC18A,Matrisome-associated,ECM-affiliated Proteins
Q6UXF7,CLEC18B,Matrisome-associated,ECM-affiliated Proteins
F5H550,CLEC18C,Matrisome-associated,ECM-affiliated Proteins
H3BSF2,CLEC18C,Matrisome-associated,ECM-affiliated Proteins
H3BUD1,CLEC18C,Matrisome-associated,ECM-affiliated Proteins
Q8NCF0,CLEC18C,Matrisome-associated,ECM-affiliated Proteins
H3BQW0,CLEC19A,Matrisome-associated,ECM-affiliated Proteins
H3BQX8,CLEC19A,Matrisome-associated,ECM-affiliated Proteins
Q6UXS0,CLEC19A,Matrisome-associated,ECM-affiliated Proteins
E7ESV9,CLEC1A,Matrisome-associated,ECM-affiliated Proteins
E9PFB4,CLEC1A,Matrisome-associated,ECM-affiliated Proteins
F5H038,CLEC1A,Matrisome-associated,ECM-affiliated Proteins
F8WCT4,CLEC1A,Matrisome-associated,ECM-affiliated Proteins
Q8NC01,CLEC1A,Matrisome-associated,ECM-affiliated Proteins
H7BYT7,CLEC1B,Matrisome-associated,ECM-affiliated Proteins
Q9P126,CLEC1B,Matrisome-associated,ECM-affiliated Proteins
Q6UVW9,CLEC2A,Matrisome-associated,ECM-affiliated Proteins
F5H631,CLEC2B,Matrisome-associated,ECM-affiliated Proteins
Q92478,CLEC2B,Matrisome-associated,ECM-affiliated Proteins
F5H0P0,CLEC2D,Matrisome-associated,ECM-affiliated Proteins
F5H5U4,CLEC2D,Matrisome-associated,ECM-affiliated Proteins
F8WF99,CLEC2D,Matrisome-associated,ECM-affiliated Proteins
H0YGG6,CLEC2D,Matrisome-associated,ECM-affiliated Proteins
H0YH49,CLEC2D,Matrisome-associated,ECM-affiliated Proteins
Q9UHP7,CLEC2D,Matrisome-associated,ECM-affiliated Proteins
H0YB20,CLEC2L,Matrisome-associated,ECM-affiliated Proteins
P0C7M8,CLEC2L,Matrisome-associated,ECM-affiliated Proteins
H3BTK1,CLEC3A,Matrisome-associated,ECM-affiliated Proteins
J3KNC9,CLEC3A,Matrisome-associated,ECM-affiliated Proteins
O75596,CLEC3A,Matrisome-associated,ECM-affiliated Proteins
E9PHK0,CLEC3B,Matrisome-associated,ECM-affiliated Proteins
P05452,CLEC3B,Matrisome-associated,ECM-affiliated Proteins
H0YGF9,CLEC4A,Matrisome-associated,ECM-affiliated Proteins
Q9UMR7,CLEC4A,Matrisome-associated,ECM-affiliated Proteins
H0YFH6,CLEC4C,Matrisome-associated,ECM-affiliated Proteins
H0YGB2,CLEC4C,Matrisome-associated,ECM-affiliated Proteins
Q8WTT0,CLEC4C,Matrisome-associated,ECM-affiliated Proteins
A6NHA5,CLEC4D,Matrisome-associated,ECM-affiliated Proteins
Q8WXI8,CLEC4D,Matrisome-associated,ECM-affiliated Proteins
F5H5X7,CLEC4E,Matrisome-associated,ECM-affiliated Proteins
F8WFA1,CLEC4E,Matrisome-associated,ECM-affiliated Proteins
H0YGH9,CLEC4E,Matrisome-associated,ECM-affiliated Proteins
Q9ULY5,CLEC4E,Matrisome-associated,ECM-affiliated Proteins
A4QPA5,CLEC4F,Matrisome-associated,ECM-affiliated Proteins
Q8N1N0,CLEC4F,Matrisome-associated,ECM-affiliated Proteins
M0R277,CLEC4G,Matrisome-associated,ECM-affiliated Proteins
Q6UXB4,CLEC4G,Matrisome-associated,ECM-affiliated Proteins
E7ENS9,CLEC4M,Matrisome-associated,ECM-affiliated Proteins
H7BXE2,CLEC4M,Matrisome-associated,ECM-affiliated Proteins
H7BXU4,CLEC4M,Matrisome-associated,ECM-affiliated Proteins
M0QYX2,CLEC4M,Matrisome-associated,ECM-affiliated Proteins
M0QZ42,CLEC4M,Matrisome-associated,ECM-affiliated Proteins
Q9H2X3,CLEC4M,Matrisome-associated,ECM-affiliated Proteins
C9JCE4,CLEC5A,Matrisome-associated,ECM-affiliated Proteins
C9JPR7,CLEC5A,Matrisome-associated,ECM-affiliated Proteins
F8WCL0,CLEC5A,Matrisome-associated,ECM-affiliated Proteins
Q14DL9,CLEC5A,Matrisome-associated,ECM-affiliated Proteins
Q9NY25,CLEC5A,Matrisome-associated,ECM-affiliated Proteins
Q6EIG7,CLEC6A,Matrisome-associated,ECM-affiliated Proteins
Q68D78,CLEC7A,Matrisome-associated,ECM-affiliated Proteins
Q9BXN2,CLEC7A,Matrisome-associated,ECM-affiliated Proteins
Q6UXN8,CLEC9A,Matrisome-associated,ECM-affiliated Proteins
Q9Y6Z7,COLEC10,Matrisome-associated,ECM-affiliated Proteins
C9JWT5,COLEC11,Matrisome-associated,ECM-affiliated Proteins
F8WB29,COLEC11,Matrisome-associated,ECM-affiliated Proteins
Q9BWP8,COLEC11,Matrisome-associated,ECM-affiliated Proteins
Q5KU26,COLEC12,Matrisome-associated,ECM-affiliated Proteins
Q6UVK1,CSPG4,Matrisome-associated,ECM-affiliated Proteins
O95196,CSPG5,Matrisome-associated,ECM-affiliated Proteins
P0C7U0,ELFN1,Matrisome-associated,ECM-affiliated Proteins
Q5R3F8,ELFN2,Matrisome-associated,ECM-affiliated Proteins
D6RHW5,EMCN,Matrisome-associated,ECM-affiliated Proteins
H0YAA7,EMCN,Matrisome-associated,ECM-affiliated Proteins
Q9ULC0,EMCN,Matrisome-associated,ECM-affiliated Proteins
O00602,FCN1,Matrisome-associated,ECM-affiliated Proteins
Q15485,FCN2,Matrisome-associated,ECM-affiliated Proteins
O75636,FCN3,Matrisome-associated,ECM-affiliated Proteins
Q5SSB9,FCN3,Matrisome-associated,ECM-affiliated Proteins
C9JT55,FREM1,Matrisome-associated,ECM-affiliated Proteins
F8WE85,FREM1,Matrisome-associated,ECM-affiliated Proteins
Q5H8C1,FREM1,Matrisome-associated,ECM-affiliated Proteins
Q5SZK8,FREM2,Matrisome-associated,ECM-affiliated Proteins
P0C091,FREM3,Matrisome-associated,ECM-affiliated Proteins
C9J4Y6,GPC1,Matrisome-associated,ECM-affiliated Proteins
H7BZE9,GPC1,Matrisome-associated,ECM-affiliated Proteins
H7BZL4,GPC1,Matrisome-associated,ECM-affiliated Proteins
H7C024,GPC1,Matrisome-associated,ECM-affiliated Proteins
H7C410,GPC1,Matrisome-associated,ECM-affiliated Proteins
P35052,GPC1,Matrisome-associated,ECM-affiliated Proteins
Q8N158,GPC2,Matrisome-associated,ECM-affiliated Proteins
H0Y3U6,GPC3,Matrisome-associated,ECM-affiliated Proteins
P51654,GPC3,Matrisome-associated,ECM-affiliated Proteins
B4E2C0,GPC4,Matrisome-associated,ECM-affiliated Proteins
O75487,GPC4,Matrisome-associated,ECM-affiliated Proteins
P78333,GPC5,Matrisome-associated,ECM-affiliated Proteins
Q9Y625,GPC6,Matrisome-associated,ECM-affiliated Proteins
H0YLY2,GREM1,Matrisome-associated,ECM-affiliated Proteins
O60565,GREM1,Matrisome-associated,ECM-affiliated Proteins
A4D1Z8,GRIFIN,Matrisome-associated,ECM-affiliated Proteins
P02790,HPX,Matrisome-associated,ECM-affiliated Proteins
B9A055,HSPC159,Matrisome-associated,ECM-affiliated Proteins
F8WF17,HSPC159,Matrisome-associated,ECM-affiliated Proteins
Q3ZCW2,HSPC159,Matrisome-associated,ECM-affiliated Proteins
U3KQ88,HSPC159,Matrisome-associated,ECM-affiliated Proteins
U3KQU5,HSPC159,Matrisome-associated,ECM-affiliated Proteins
Q8WWA0,ITLN1,Matrisome-associated,ECM-affiliated Proteins
Q8WWU7,ITLN2,Matrisome-associated,ECM-affiliated Proteins
F8WCQ5,LGALS1,Matrisome-associated,ECM-affiliated Proteins
F8WEI7,LGALS1,Matrisome-associated,ECM-affiliated Proteins
P09382,LGALS1,Matrisome-associated,ECM-affiliated Proteins
G5E970,LGALS12,Matrisome-associated,ECM-affiliated Proteins
Q96DT0,LGALS12,Matrisome-associated,ECM-affiliated Proteins
M0R015,LGALS13,Matrisome-associated,ECM-affiliated Proteins
Q9UHV8,LGALS13,Matrisome-associated,ECM-affiliated Proteins
M0R163,LGALS14,Matrisome-associated,ECM-affiliated Proteins
Q8TCE9,LGALS14,Matrisome-associated,ECM-affiliated Proteins
A8MUM7,LGALS16,Matrisome-associated,ECM-affiliated Proteins
M0R108,LGALS16,Matrisome-associated,ECM-affiliated Proteins
B0QYC9,LGALS2,Matrisome-associated,ECM-affiliated Proteins
P05162,LGALS2,Matrisome-associated,ECM-affiliated Proteins
G3V3R6,LGALS3,Matrisome-associated,ECM-affiliated Proteins
G3V407,LGALS3,Matrisome-associated,ECM-affiliated Proteins
P17931,LGALS3,Matrisome-associated,ECM-affiliated Proteins
M0QZ93,LGALS4,Matrisome-associated,ECM-affiliated Proteins
M0R1B2,LGALS4,Matrisome-associated,ECM-affiliated Proteins
M0R349,LGALS4,Matrisome-associated,ECM-affiliated Proteins
P56470,LGALS4,Matrisome-associated,ECM-affiliated Proteins
M0R281,LGALS7,Matrisome-associated,ECM-affiliated Proteins
P47929,LGALS7,Matrisome-associated,ECM-affiliated Proteins
B1ANM0,LGALS8,Matrisome-associated,ECM-affiliated Proteins
E9PJ77,LGALS8,Matrisome-associated,ECM-affiliated Proteins
E9PN19,LGALS8,Matrisome-associated,ECM-affiliated Proteins
E9PNC2,LGALS8,Matrisome-associated,ECM-affiliated Proteins
E9PPL1,LGALS8,Matrisome-associated,ECM-affiliated Proteins
E9PPM4,LGALS8,Matrisome-associated,ECM-affiliated Proteins
E9PRN3,LGALS8,Matrisome-associated,ECM-affiliated Proteins
F6V2D4,LGALS8,Matrisome-associated,ECM-affiliated Proteins
H7BXD8,LGALS8,Matrisome-associated,ECM-affiliated Proteins
O00214,LGALS8,Matrisome-associated,ECM-affiliated Proteins
Q5T3P9,LGALS8,Matrisome-associated,ECM-affiliated Proteins
B4DWP7,LGALS9,Matrisome-associated,ECM-affiliated Proteins
F8W9W4,LGALS9,Matrisome-associated,ECM-affiliated Proteins
J3KS82,LGALS9,Matrisome-associated,ECM-affiliated Proteins
J3KSA0,LGALS9,Matrisome-associated,ECM-affiliated Proteins
J3QKK6,LGALS9,Matrisome-associated,ECM-affiliated Proteins
J3QS92,LGALS9,Matrisome-associated,ECM-affiliated Proteins
K7EPS0,LGALS9,Matrisome-associated,ECM-affiliated Proteins
O00182,LGALS9,Matrisome-associated,ECM-affiliated Proteins
Q8WYQ7,LGALS9,Matrisome-associated,ECM-affiliated Proteins
J3QRN8,LGALS9B,Matrisome-associated,ECM-affiliated Proteins
J3QSC5,LGALS9B,Matrisome-associated,ECM-affiliated Proteins
Q3B8N2,LGALS9B,Matrisome-associated,ECM-affiliated Proteins
C9JHN9,LGALS9C,Matrisome-associated,ECM-affiliated Proteins
J3KRF0,LGALS9C,Matrisome-associated,ECM-affiliated Proteins
J3KSV0,LGALS9C,Matrisome-associated,ECM-affiliated Proteins
J3KSY2,LGALS9C,Matrisome-associated,ECM-affiliated Proteins
J3KT17,LGALS9C,Matrisome-associated,ECM-affiliated Proteins
J3QKS2,LGALS9C,Matrisome-associated,ECM-affiliated Proteins
J3QR96,LGALS9C,Matrisome-associated,ECM-affiliated Proteins
J3QSH0,LGALS9C,Matrisome-associated,ECM-affiliated Proteins
Q6DKI2,LGALS9C,Matrisome-associated,ECM-affiliated Proteins
P49257,LMAN1,Matrisome-associated,ECM-affiliated Proteins
H3BN74,LMAN1L,Matrisome-associated,ECM-affiliated Proteins
H3BSC9,LMAN1L,Matrisome-associated,ECM-affiliated Proteins
Q9HAT1,LMAN1L,Matrisome-associated,ECM-affiliated Proteins
P11226,MBL2,Matrisome-associated,ECM-affiliated Proteins
B1AVQ5,MUC1,Matrisome-associated,ECM-affiliated Proteins
B1AVQ7,MUC1,Matrisome-associated,ECM-affiliated Proteins
P15941,MUC1,Matrisome-associated,ECM-affiliated Proteins
F5GWV9,MUC12,Matrisome-associated,ECM-affiliated Proteins
H7BXN1,MUC12,Matrisome-associated,ECM-affiliated Proteins
Q9UKN1,MUC12,Matrisome-associated,ECM-affiliated Proteins
C9IZG1,MUC13,Matrisome-associated,ECM-affiliated Proteins
Q9H3R2,MUC13,Matrisome-associated,ECM-affiliated Proteins
E9PII6,MUC15,Matrisome-associated,ECM-affiliated Proteins
F8W945,MUC15,Matrisome-associated,ECM-affiliated Proteins
Q8N387,MUC15,Matrisome-associated,ECM-affiliated Proteins
B5ME49,MUC16,Matrisome-associated,ECM-affiliated Proteins
F8WE81,MUC16,Matrisome-associated,ECM-affiliated Proteins
M0QZZ9,MUC16,Matrisome-associated,ECM-affiliated Proteins
M0R2S7,MUC16,Matrisome-associated,ECM-affiliated Proteins
M0R2Y5,MUC16,Matrisome-associated,ECM-affiliated Proteins
Q8WXI7,MUC16,Matrisome-associated,ECM-affiliated Proteins
E7EPM4,MUC17,Matrisome-associated,ECM-affiliated Proteins
Q685J3,MUC17,Matrisome-associated,ECM-affiliated Proteins
C9JCE7,MUC19,Matrisome-associated,ECM-affiliated Proteins
H0YH61,MUC19,Matrisome-associated,ECM-affiliated Proteins
H7BZA9,MUC19,Matrisome-associated,ECM-affiliated Proteins
Q7Z5P9,MUC19,Matrisome-associated,ECM-affiliated Proteins
V9GY53,MUC19,Matrisome-associated,ECM-affiliated Proteins
E7EUV1,MUC2,Matrisome-associated,ECM-affiliated Proteins
H0Y2U6,MUC2,Matrisome-associated,ECM-affiliated Proteins
H0Y317,MUC2,Matrisome-associated,ECM-affiliated Proteins
Q02817,MUC2,Matrisome-associated,ECM-affiliated Proteins
C9JJE7,MUC20,Matrisome-associated,ECM-affiliated Proteins
E9PH32,MUC20,Matrisome-associated,ECM-affiliated Proteins
H7C102,MUC20,Matrisome-associated,ECM-affiliated Proteins
Q8N307,MUC20,Matrisome-associated,ECM-affiliated Proteins
Q5SSG8,MUC21,Matrisome-associated,ECM-affiliated Proteins
E2RYF6,MUC22,Matrisome-associated,ECM-affiliated Proteins
H0Y6M1,MUC3A,Matrisome-associated,ECM-affiliated Proteins
J3QST7,MUC3A,Matrisome-associated,ECM-affiliated Proteins
Q02505,MUC3A,Matrisome-associated,ECM-affiliated Proteins
E7ENC5,MUC4,Matrisome-associated,ECM-affiliated Proteins
E7EQG8,MUC4,Matrisome-associated,ECM-affiliated Proteins
E7EQT2,MUC4,Matrisome-associated,ECM-affiliated Proteins
E7ERK0,MUC4,Matrisome-associated,ECM-affiliated Proteins
E7ETT5,MUC4,Matrisome-associated,ECM-affiliated Proteins
E7EUL9,MUC4,Matrisome-associated,ECM-affiliated Proteins
E7EW47,MUC4,Matrisome-associated,ECM-affiliated Proteins
E7EWN1,MUC4,Matrisome-associated,ECM-affiliated Proteins
E9PDY6,MUC4,Matrisome-associated,ECM-affiliated Proteins
H0Y2Y1,MUC4,Matrisome-associated,ECM-affiliated Proteins
H7BXN7,MUC4,Matrisome-associated,ECM-affiliated Proteins
H7BZI3,MUC4,Matrisome-associated,ECM-affiliated Proteins
Q99102,MUC4,Matrisome-associated,ECM-affiliated Proteins
E9PGF7,MUC5AC,Matrisome-associated,ECM-affiliated Proteins
E9PJ98,MUC5AC,Matrisome-associated,ECM-affiliated Proteins
P98088,MUC5AC,Matrisome-associated,ECM-affiliated Proteins
E9PBJ0,MUC5B,Matrisome-associated,ECM-affiliated Proteins
H0YDX8,MUC5B,Matrisome-associated,ECM-affiliated Proteins
Q9HC84,MUC5B,Matrisome-associated,ECM-affiliated Proteins
E9PJC5,MUC6,Matrisome-associated,ECM-affiliated Proteins
H0YDA7,MUC6,Matrisome-associated,ECM-affiliated Proteins
H0YEZ6,MUC6,Matrisome-associated,ECM-affiliated Proteins
Q6W4X9,MUC6,Matrisome-associated,ECM-affiliated Proteins
D6RHX1,MUC7,Matrisome-associated,ECM-affiliated Proteins
Q8TAX7,MUC7,Matrisome-associated,ECM-affiliated Proteins
M0R3A3,MUC8,Matrisome-associated,ECM-affiliated Proteins
F8VV13,MUCL1,Matrisome-associated,ECM-affiliated Proteins
Q96DR8,MUCL1,Matrisome-associated,ECM-affiliated Proteins
B4DHP1,OVGP1,Matrisome-associated,ECM-affiliated Proteins
Q12889,OVGP1,Matrisome-associated,ECM-affiliated Proteins
D6RBB6,PARM1,Matrisome-associated,ECM-affiliated Proteins
Q6UWI2,PARM1,Matrisome-associated,ECM-affiliated Proteins
B3KSI0,PLXDC1,Matrisome-associated,ECM-affiliated Proteins
B4E173,PLXDC1,Matrisome-associated,ECM-affiliated Proteins
C9JCL2,PLXDC1,Matrisome-associated,ECM-affiliated Proteins
C9JWQ3,PLXDC1,Matrisome-associated,ECM-affiliated Proteins
J3KS04,PLXDC1,Matrisome-associated,ECM-affiliated Proteins
J3QR40,PLXDC1,Matrisome-associated,ECM-affiliated Proteins
J3QRR7,PLXDC1,Matrisome-associated,ECM-affiliated Proteins
Q8IUK5,PLXDC1,Matrisome-associated,ECM-affiliated Proteins
Q6UX71,PLXDC2,Matrisome-associated,ECM-affiliated Proteins
F8VSZ4,PLXNA1,Matrisome-associated,ECM-affiliated Proteins
Q9UIW2,PLXNA1,Matrisome-associated,ECM-affiliated Proteins
O75051,PLXNA2,Matrisome-associated,ECM-affiliated Proteins
P51805,PLXNA3,Matrisome-associated,ECM-affiliated Proteins
Q9HCM2,PLXNA4,Matrisome-associated,ECM-affiliated Proteins
G8JLJ7,PLXNB1,Matrisome-associated,ECM-affiliated Proteins
O43157,PLXNB1,Matrisome-associated,ECM-affiliated Proteins
A6QRG9,PLXNB2,Matrisome-associated,ECM-affiliated Proteins
A6QRH1,PLXNB2,Matrisome-associated,ECM-affiliated Proteins
E2PU09,PLXNB2,Matrisome-associated,ECM-affiliated Proteins
H0Y6J7,PLXNB2,Matrisome-associated,ECM-affiliated Proteins
H0Y7X5,PLXNB2,Matrisome-associated,ECM-affiliated Proteins
O15031,PLXNB2,Matrisome-associated,ECM-affiliated Proteins
B7Z3H9,PLXNB3,Matrisome-associated,ECM-affiliated Proteins
F5GWC0,PLXNB3,Matrisome-associated,ECM-affiliated Proteins
F5GZZ4,PLXNB3,Matrisome-associated,ECM-affiliated Proteins
H7BZV5,PLXNB3,Matrisome-associated,ECM-affiliated Proteins
